,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
,GIF1,GIF2,GIF3,GIF4,GIF5,GIF6,GIF7,GIF8,GIF9,GIF10,GIF11,GIF12,GIF13,GIF14,GIF15,GIF16,GIF17,GIF18,GIF19,GIF1,GIF2,GIF3,GIF4,GIF5,GIF6,GIF7,GIF8,GIF9,GIF10,GIF11,GIF12,GIF13,GIF14,GIF15,GIF16,GIF17,GIF18,GIF19,GID Pre,GID Post
Physics_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.111111111111111,4.111111111111111
104,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,,5.0,5.0,5.0,3.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.277777777777778,4.352941176470588
107,4.0,3.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,7.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,3.5789473684210527,3.6315789473684212
108,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,,,3.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,,3.0,5.0,2.0,,3.0,3.0,2.411764705882353,2.5
211,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,7.0,,3.0,3.0,2.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,3.111111111111111,
214,4.0,4.0,3.0,4.0,1.0,4.0,,5.0,5.0,4.0,3.0,7.0,,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,4.0,,5.0,5.0,3.0,3.0,4.0,,4.0,1.0,3.0,4.0,3.0,3.0,3.9411764705882355,3.3529411764705883
216,2.0,4.0,2.0,4.0,2.0,3.0,,3.0,2.0,3.0,1.0,,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,,2.0,2.0,3.0,2.0,,3.0,,1.0,1.0,3.0,2.0,4.0,2.4705882352941178,2.375
218,3.0,4.0,2.0,2.0,1.0,3.0,2.0,,4.0,5.0,3.0,7.0,4.0,5.0,3.0,5.0,,5.0,5.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,7.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.7058823529411766,3.736842105263158
320,3.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.8333333333333335,4.111111111111111
321,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,,4.0,2.0,4.0,,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,,,2.0,2.0,4.0,5.0,5.0,3.2941176470588234,2.8823529411764706
322,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,3.0,,2.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,4.0,
323,3.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,,4.0,2.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,,5.0,2.0,2.0,2.0,3.0,5.0,5.0,3.2222222222222223,3.0
324,5.0,5.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,,3.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,,3.0,3.0,5.0,4.0,4.0,5.0,3.5555555555555554,3.4444444444444446
328,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,,3.0,2.0,,4.0,3.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,,2.0,,,2.0,2.0,,5.0,3.0,3.0,1.0,,5.0,5.0,3.0,2.7142857142857144
330,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,7.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,7.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,3.736842105263158,3.736842105263158
331,3.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0,5.0,4.0,5.0,,5.0,5.0,3.6315789473684212,3.8333333333333335
333,3.0,4.0,,1.0,2.0,,2.0,5.0,5.0,4.0,2.0,,,2.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,,1.0,3.0,5.0,3.0,5.0,,4.0,3.0,,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.2666666666666666,3.75
339,3.0,4.0,4.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,0.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,3.0,7.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,4.111111111111111,3.8947368421052633
342,2.0,5.0,3.0,2.0,4.0,,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.222222222222222,3.8947368421052633
343,4.0,5.0,4.0,4.0,2.0,3.0,,5.0,4.0,4.0,2.0,,4.0,4.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,2.0,,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.588235294117647,3.3529411764705883
344,2.0,3.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,,,3.0,5.0,3.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,2.9375,
345,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,,2.0,,4.0,2.0,2.0,1.0,,5.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,,5.0,3.0,1.0,1.0,4.0,5.0,5.0,2.875,3.0
346,4.0,5.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,,,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,,,2.0,3.0,2.0,,4.0,5.0,3.1176470588235294,3.0625
348,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,,2.0,2.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,2.7777777777777777,2.6666666666666665
349,4.0,3.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,4.0,2.0,,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0,,5.0,4.0,4.0,3.0,,5.0,5.0,3.9444444444444446,3.588235294117647
350,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,7.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,2.0,,4.0,4.0,5.0,5.0,5.0,5.0,4.222222222222222,3.823529411764706
452,4.0,3.0,4.0,1.0,2.0,2.0,,4.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,3.3333333333333335,
455,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,,4.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,3.111111111111111,2.8947368421052633
456,2.0,4.0,2.0,1.0,2.0,,2.0,,5.0,3.0,1.0,,,4.0,3.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,,4.0,5.0,3.0,2.0,,,4.0,3.0,2.0,4.0,5.0,5.0,3.0,3.4375
458,,5.0,,2.0,5.0,5.0,5.0,,,,2.0,2.0,2.0,5.0,5.0,3.0,,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,,,3.0,3.0,,4.0,5.0,5.0,3.0,,5.0,5.0,3.923076923076923,4.2
460,3.0,3.0,2.0,1.0,2.0,,3.0,5.0,5.0,4.0,3.0,1.0,,5.0,4.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,,5.0,5.0,3.0,5.0,5.0,5.0,3.411764705882353,3.5555555555555554
462,1.0,4.0,3.0,1.0,1.0,4.0,2.0,4.0,5.0,3.0,,1.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,2.0,,5.0,5.0,3.111111111111111,3.1666666666666665
465,2.0,3.0,2.0,3.0,2.0,,3.0,3.0,,2.0,1.0,,,4.0,1.0,2.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,2.6,
501,2.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,3.1578947368421053,
502,2.0,4.0,3.0,2.0,2.0,,2.0,4.0,5.0,3.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,1.0,,3.0,3.0,5.0,3.0,2.0,7.0,,5.0,3.0,3.0,,5.0,5.0,3.3333333333333335,3.5625
572,5.0,5.0,4.0,1.0,3.0,5.0,,5.0,5.0,5.0,5.0,,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.411764705882353,4.666666666666667
573,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.9473684210526314,4.052631578947368
574,3.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,,3.0,7.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.117647058823529,3.888888888888889
576,3.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,,5.0,3.0,2.0,5.0,4.0,2.0,1.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,3.588235294117647,
582,3.0,5.0,4.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,7.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.315789473684211,4.2631578947368425
584,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,7.0,,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,7.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.9444444444444446,4.055555555555555
588,3.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,,3.0,,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,,4.0,4.0,3.0,3.0,,5.0,5.0,3.7058823529411766,3.7058823529411766
589,4.0,5.0,3.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,,4.0,5.0,4.0,5.0,5.0,5.0,4.222222222222222,3.8333333333333335
590,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,7.0,,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,7.0,,5.0,5.0,4.0,5.0,5.0,5.0,4.222222222222222,4.277777777777778
591,2.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,7.0,3.0,5.0,4.0,3.0,,5.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,,4.0,4.0,3.0,2.0,7.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,3.5555555555555554,3.6666666666666665
592,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,3.0,3.0,7.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,3.473684210526316,3.8333333333333335
593,3.0,4.0,4.0,3.0,4.0,4.0,,5.0,5.0,4.0,3.0,7.0,,5.0,5.0,5.0,,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,,5.0,5.0,5.0,3.0,7.0,,4.0,5.0,5.0,,5.0,5.0,4.4375,4.5
605,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,,3.0,1.0,,5.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,,2.0,2.0,,5.0,3.0,1.0,1.0,4.0,4.0,5.0,2.5294117647058822,2.7058823529411766
614,2.0,5.0,,4.0,2.0,3.0,,5.0,4.0,,1.0,1.0,,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,2.0,4.0,,3.0,,,2.0,1.0,,3.0,2.0,3.0,2.0,5.0,5.0,3.066666666666667,3.0714285714285716
615,2.0,3.0,2.0,3.0,1.0,,3.0,,,3.0,2.0,,,3.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,,3.0,,,2.0,2.0,,,3.0,1.0,2.0,,3.0,5.0,2.5,2.4615384615384617
616,3.0,3.0,,1.0,1.0,3.0,2.0,4.0,4.0,,2.0,7.0,5.0,4.0,3.0,3.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,3.4375,
618,3.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,,5.0,5.0,3.0,4.0,3.0,1.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.117647058823529,4.166666666666667
623,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,,4.0,5.0,5.0,5.0,,5.0,5.0,4.222222222222222,4.411764705882353
625,3.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,,,2.0,1.0,5.0,4.0,2.0,3.0,,5.0,5.0,3.0,3.0,3.0,3.0,1.0,,3.0,3.0,4.0,,,1.0,5.0,4.0,3.0,2.0,,5.0,5.0,3.0625,3.2
631,4.0,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,,4.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,,5.0,4.0,3.0,4.0,5.0,3.0,3.2777777777777777,3.5
634,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,,2.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,,2.0,4.0,2.0,4.0,,5.0,5.0,3.388888888888889,3.235294117647059
